Internal ID,Item Name,Display Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary
7345,APG806Z,APOTHECARY GLASS CANDLE 8 OZ. TOBACCO & PATCHOULI,647658387482,B50-A-044,73,73,MC-PW,WEB/AMAZON ,4.13425563,301.801,PW
7349,APG810Z,APOTHECARY GLASS CANDLE 8 OZ. ORANGE ZEST & BERGAMOT,647658005140,B50-A-034,307,307,MC-PW,WEB/AMAZON ,4.3784,1344.169,PW
7623,CARTONS : 50508,"MASTER CARTON 19 1/4 x 12 3/4 x 15 3/4 O.D  , 32ECT RSC KRAFT 2P1C (PW WEB ITEMS)",,B50-A-001,250,250,MC-PW,Custom Order Item,.86669528,216.674,PW
25711,CARTONS : 50941,CARTON OD#11.4375 x 11.4375 x 6.25 (FOUNDRY) FOR  USE WITH PN#50942,,B10-A-001,254,254,MC-PW,CUSTOM TARGET C2 SPRING 2019,.7438451,188.937,PW
26739,CARTONS : 50952D,CARTON OD# 7.125 X 7.125 X 3.125 FOR OPALHOUSE MINI GRAB TIN,,B10-A-014,68932,68932,MC-PW,CUSTOM TARGET C2 SPRING 2019,.39999972,27572.781,PW
25879,CARTONS : 50957,CARTON O.D.# 10.375 X 10.375 X 4.5 FOR PROJECT 62 3-WICK OMB,,B10-A-001,6300,6300,MC-PW,CUSTOM TARGET C3 SPRING 19,.6300001,3969.001,PW
25879,CARTONS : 50957,CARTON O.D.# 10.375 X 10.375 X 4.5 FOR PROJECT 62 3-WICK OMB,,B10-A-020,6300,6300,MC-PW,CUSTOM TARGET C3 SPRING 19,.6300001,3969.001,PW
28881,CARTONS : 51040,CARTON WABI SABI 12 OZ. 4 PACK  O.D. 12 3/8 X 11 7/8 X 4 3/8,,B10-A-034,264,264,MC-PW,CURRENT,.9169363,242.071,PW
30721,CARTONS : 51069,"TINSEL 1.7# BLACK PE INSERT 4.5"" X 4.5 X 4"" TOP",,B10-A-044,10000,10000,MC-PW,TINSEL FOAM INSERTS,.29499952,2949.995,PW
30723,CARTONS : 51070,,"TINSEL 1.7# BLACK PE INSERT 4.5"" X 4,5 X 4"" BOTTOM",B10-A-001,10000,10000,MC-PW,TINSEL FOAM INSERTS,.29355825,2935.583,PW
31249,CARTONS : 51074,DIFFUSER CARTON HOLD 4CT 50526  13.625X13.25X14.25 OD,,B10-A-001,7480,7480,MC-PW,CURRENT,.90,6732.00,PW
36098,CFHLG01WF,CYPRESS FIR HOLIDAY LARGE WHITE SPECKLE TREE STACK,647658025162,B50-A-021,16,12,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,8.98034483,107.764,PW
36099,CFHLG02WF,CYPRESS FIR HOLIDAY LARGE GREEN OMBRÉ SPECKLE TREE STACK,647658025179,B50-A-019,4,0,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,6.33069444,.00,PW
36099,CFHLG02WF,CYPRESS FIR HOLIDAY LARGE GREEN OMBRÉ SPECKLE TREE STACK,647658025179,B50-A-025,40,40,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,6.33069444,253.228,PW
36100,CFHSM01WF,CYPRESS FIR HOLIDAY SMALL WHITE SPECKLE TREE STACK,647658025186,B50-A-023,8,8,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,4.49839844,35.987,PW
35459,CFHSM01Z,CYPRESS FIR HOLIDAY SMALL WHITE SPECKLE TREE STACK,647658025186,B50-A-001,270,270,MC-PW,WEB/AMAZON ,5.60246596,1512.666,PW
36101,CFHSM02WF,CYPRESS FIR HOLIDAY SMALL GREEN TREE STACK,647658025193,B50-A-019,12,12,MC-PW,CUSTOM ORDER ITEM WHOLE FOODS,5.50832653,66.10,PW
27704,EG14Z,ECO GREEN 8 OZ GLASS CEDARWOOD & MOSS,647658115238,B50-A-003,1,1,MC-PW,WEB/AMAZON ,4.84655589,4.847,PW
7386,EGFD08Z,ECO GREEN 4 OZ. DIFFUSER BASIL & CUCUMBER,647658110028,B50-A-073,5,5,MC-PW,WEB/AMAZON DISCONTINUED,8.19441558,40.972,PW
2557,GLCD : 25004,ECO GREEN GLASS - 72 (D) mm X 100 (H) MM - OLIVE GREEN (36 P,,B10-A-001,3504,3504,MC-PW,Current,1.44119753,5049.956,PW
2557,GLCD : 25004,ECO GREEN GLASS - 72 (D) mm X 100 (H) MM - OLIVE GREEN (36 P,,B10-A-038,709,709,MC-PW,Current,1.44119753,1021.809,PW
4374,GLCD : 25076,APOTHECARY 8 OZ. AMBER GLASS AND LID (APG801 - APG808),,B10-A-001,6486,6486,MC-PW,Current,.91308861,5922.293,PW
31186,GLCD : 25839,12 OZ. RUST 3-WICK GLASS PMS#7607C WITH MATTE BLACK LID (NFD,,B10-A-002,520,520,MC-PW,CUSTOM ITEM MEIJER,1.03266346,536.985,PW
31239,GLCD : 25842,12 OZ. WHISKEY 3-WICK GLASS PMS#7505C WITH MATTE BLACK LID (,,B10-A-002,2016,2016,MC-PW,CUSTOM ITEM MEIJER,1.05886846,2134.679,PW
31241,GLCD : 25844,12 OZ. SAGE 3-WICK GLASS PMS#5645 WITH MATTE BLACK LID (NFD1,,B10-A-002,1128,1128,MC-PW,CUSTOM ITEM MEIJER,1.0483156,1182.50,PW
31243,GLCD : 25846,12 OZ. BLACK 3-WICK GLASS WITH MATTE BLACK LID (NFD1208),,B10-A-002,1560,1560,MC-PW,CUSTOM ITEM MEIJER,1.05918605,1652.33,PW
31459,GLCD : 25864,12 OZ. HUNTER GREEN 3-WICK GLASS PMS#5747C WITH MATTE BLACK,,B10-A-002,432,432,MC-PW,CUSTOM ITEM MEIJER,1.05054167,453.834,PW
35519,GLCD : 25992,FIREFLY 10 OZ. CLASSIC GLASS WITH MATTE GOLD FIREFLY LOGO,,B10-A-002,13968,13968,MC-PW,FIREFLY FALL 2020,.84591566,11815.75,PW
27731,HY0503Z,HYGGE 5 OZ. BLACK CERAMIC WITH LID BERGAMOT MAHOGONY,647658115184,B50-A-061,1,1,MC-PW,WEB/AMAZON DISCONTINUED,4.34945205,4.349,PW
15001,HY1502Z,HYGGE 15 OZ. WHITE CERAMIC WITH LID TOBACCO VANILLA,647658009179,B50-A-032,5,5,MC-PW,WEB/AMAZON ,5.62845794,28.142,PW
12818,JB85-1054,HIPSTER BOOKCLOTH ASSORTMENT CLASSIC PLANNERS (TAUPE ANCHOR,812442020788,B10-A-001,9391,9391,MC-INK,Discontinued,1.80056263,16909.084,INK
18542,JP752-2138,MARBLE EXPOSED SPINE PLANNER ASST. MASTER,812442025875,B10-A-001,312,312,MC-INK,Discontinued,2.34222461,730.774,INK
18541,JPB752-1004,"BOOK CLOTH EXPOSED SPINE RECORDS, MEMORANDA, POETRY PLANNER",812442025837,B10-A-001,7740,7740,MC-INK,CUSTOM ORDER ITEM TARGET,2.47027238,19119.908,INK
14079,KA0305Z,KALEIDOSCOPE 3 OZ. GOLD TIN WITH LID BLUE CORAL + DRIFTWOOD,647658007267,B50-A-067,172,172,MC-PW,WEB/AMAZON DISCONTINUED,3.65938053,629.413,PW
14081,KA0307Z,KALEIDOSCOPE 3 OZ. GOLD TIN WITH LID OLIVE TREE + THYME,647658007298,B50-A-043,130,130,MC-PW,WEB/AMAZON DISCONTINUED,2.25042802,292.556,PW
