,Internal ID,Item Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type,Inactive
2567,22171,DUSTCOVER : 16620,,WIP-PW-MC,1934.75,1934.75,MC-PW,INACTIVE,0.18539863,358.7,PW,Inventory Item,No
2566,22170,DUSTCOVER : 16619,,WIP-PW-MC,3372.13,3372.13,MC-PW,INACTIVE,0.1854021,625.2,PW,Inventory Item,No
2565,22169,DUSTCOVER : 16618,,WIP-PW-MC,1991.31,1991.31,MC-PW,INACTIVE,0.18540057,369.19,PW,Inventory Item,No
2564,22168,DUSTCOVER : 16617,,WIP-PW-MC,2544.94,2544.94,MC-PW,INACTIVE,0.18539926,471.83,PW,Inventory Item,No
2563,22167,DUSTCOVER : 16616,,WIP-PW-MC,80.0,80.0,MC-PW,INACTIVE,0.185375,14.83,PW,Inventory Item,No
2562,22166,DUSTCOVER : 16615,,WIP-PW-MC,1605.64,1605.64,MC-PW,INACTIVE,0.18540271,297.69,PW,Inventory Item,No
2561,22165,DUSTCOVER : 16614,,WIP-PW-MC,126.85,126.85,MC-PW,INACTIVE,0.18541585,23.52,PW,Inventory Item,No
2560,22164,DUSTCOVER : 16613,,WIP-PW-MC,1658.16,1658.16,MC-PW,INACTIVE,0.18539827,307.42,PW,Inventory Item,No
2559,22162,DUSTCOVER : 16611,,WIP-PW-MC,806.73,806.73,MC-PW,INACTIVE,0.18540279999999998,149.57,PW,Inventory Item,No
2558,22155,DUSTCOVER : 16610,,WIP-PW-MC,3558.4,3558.4,MC-PW,DISCONTINUED 12/20/2020,0.21999775,782.84,PW,Inventory Item,No
2557,21984,DUSTCOVER : 16609,,WIP-PW-MC,737.52,737.52,MC-PW,Current,0.23817659,175.66,PW,Inventory Item,No
2556,21983,DUSTCOVER : 16608,,WIP-PW-MC,604.0,604.0,MC-PW,Current,0.27039735,163.32,PW,Inventory Item,No
2555,21927,DUSTCOVER : 16607,,WIP-PW-MC,1561.99,1561.99,MC-PW,Current,0.2987023,466.57,PW,Inventory Item,No
2554,21926,DUSTCOVER : 16606,,WIP-PW-MC,2751.18,2751.18,MC-PW,Current,0.27934196,768.52,PW,Inventory Item,No
2553,21925,DUSTCOVER : 16605,,WIP-PW-MC,2866.0,2866.0,MC-PW,Current,0.13390091,383.76,PW,Inventory Item,No
2552,21870,DUSTCOVER : 16604,,WIP-PW-MC,1614.6,1614.6,MC-PW,Current,0.17619225,284.48,PW,Inventory Item,No
2551,21869,DUSTCOVER : 16603,,WIP-PW-MC,1414.8,1414.8,MC-PW,Current,0.22757280000000002,321.97,PW,Inventory Item,No
2572,23303,DUSTCOVER : 16634,,WIP-PW-MC,1317.84,1317.84,MC-PW,INACTIVE,0.04867814,64.15,PW,Inventory Item,No
2573,24153,DUSTCOVER : 16635,,WIP-PW-MC,445.24,445.24,MC-PW,INACTIVE,0.13208607,58.81,PW,Inventory Item,No
2574,24737,DUSTCOVER : 16636,,WIP-PW-MC,1648.45,1648.45,MC-PW,Current,0.19808305,326.53,PW,Inventory Item,No
2575,25120,DUSTCOVER : 16637,,WIP-PW-MC,1304.0,1304.0,MC-PW,INACTIVE,0.10715491,139.73,PW,Inventory Item,No
2611,25562,DUSTCOVER : 16717,,WIP-PW-MC,436.84,436.84,MC-PW,INACTIVE,0.06949913,30.36,PW,Inventory Item,No
2603,25556,DUSTCOVER : 16711,,WIP-PW-MC,408.56,408.56,MC-PW,INACTIVE,0.05950166,24.31,PW,Inventory Item,No
2596,25550,DUSTCOVER : 16705,,WIP-PW-MC,238.88,238.88,MC-PW,INACTIVE,0.04952277,11.83,PW,Inventory Item,No
2594,25579,DUSTCOVER : 16658,,WIP-PW-MC,1275.0,1275.0,MC-PW,INACTIVE,0.09999216,127.49,PW,Inventory Item,No
2593,25578,DUSTCOVER : 16657,,WIP-PW-MC,2653.0,2653.0,MC-PW,INACTIVE,0.10270637,272.48,PW,Inventory Item,No
2592,25577,DUSTCOVER : 16656,,WIP-PW-MC,1238.0,1238.0,MC-PW,INACTIVE,0.0954685,118.19,PW,Inventory Item,No
2591,25143,DUSTCOVER : 16654,,WIP-PW-MC,1497.2,1497.2,MC-PW,INACTIVE,0.95047422,1423.05,PW,Inventory Item,No
2590,25142,DUSTCOVER : 16653,,WIP-PW-MC,700.0,700.0,MC-PW,INACTIVE,0.09874286,69.12,PW,Inventory Item,No
2589,25141,DUSTCOVER : 16652,,WIP-PW-MC,715.0,715.0,MC-PW,INACTIVE,0.09268531,66.27,PW,Inventory Item,No
2588,25140,DUSTCOVER : 16651,,WIP-PW-MC,1953.0,1953.0,MC-PW,INACTIVE,0.1030722,201.3,PW,Inventory Item,No
2550,21868,DUSTCOVER : 16602,,WIP-PW-MC,785.79,785.79,MC-PW,Current,0.15369246,120.77,PW,Inventory Item,No
2587,25139,DUSTCOVER : 16650,,WIP-PW-MC,294.0,294.0,MC-PW,INACTIVE,0.10401361,30.58,PW,Inventory Item,No
2585,25137,DUSTCOVER : 16648,,WIP-PW-MC,635.0,635.0,MC-PW,INACTIVE,0.10355906,65.76,PW,Inventory Item,No
2584,25136,DUSTCOVER : 16647,,WIP-PW-MC,894.0,894.0,MC-PW,INACTIVE,0.10060403,89.94,PW,Inventory Item,No
2583,25135,DUSTCOVER : 16646,,WIP-PW-MC,1252.0,1252.0,MC-PW,INACTIVE,0.10337859,129.43,PW,Inventory Item,No
2582,25134,DUSTCOVER : 16645,,WIP-PW-MC,1561.04,1561.04,MC-PW,INACTIVE,0.08954287,139.78,PW,Inventory Item,No
2581,25127,DUSTCOVER : 16644,,WIP-PW-MC,978.0,978.0,MC-PW,INACTIVE,0.09856851,96.4,PW,Inventory Item,No
2580,25126,DUSTCOVER : 16643,,WIP-PW-MC,2881.0,2881.0,MC-PW,INACTIVE,0.10621659,306.01,PW,Inventory Item,No
2579,25125,DUSTCOVER : 16642,,WIP-PW-MC,220.0,220.0,MC-PW,INACTIVE,0.09690909,21.32,PW,Inventory Item,No
2578,25124,DUSTCOVER : 16641,,WIP-PW-MC,3669.0,3669.0,MC-PW,INACTIVE,0.10273099,376.92,PW,Inventory Item,No
2577,25122,DUSTCOVER : 16639,,WIP-PW-MC,472.0,472.0,MC-PW,INACTIVE,0.09879237,46.63,PW,Inventory Item,No
2576,25121,DUSTCOVER : 16638,,WIP-PW-MC,2694.0,2694.0,MC-PW,INACTIVE,0.10762435,289.94,PW,Inventory Item,No
2586,25138,DUSTCOVER : 16649,,WIP-PW-MC,904.8,904.8,MC-PW,INACTIVE,0.10565871,95.6,PW,Inventory Item,No
2498,16708,DUSTCOVER : 16532,,WIP-PW-MC,472.96,472.96,MC-PW,Discontinued,0.27809963,131.53,PW,Inventory Item,No
2549,21867,DUSTCOVER : 16601,,WIP-PW-MC,626.67,626.67,MC-PW,Current,0.21836054,136.84,PW,Inventory Item,No
2547,21522,DUSTCOVER : 16593,,WIP-PW-MC,86.92,86.92,MC-PW,Discontinued,0.15715601,13.66,PW,Inventory Item,No
2520,18364,DUSTCOVER : 16562,,WIP-PW-MC,1037.56,1037.56,MC-PW,Discontinued,0.24468946,253.88,PW,Inventory Item,No
2519,18363,DUSTCOVER : 16561,,WIP-PW-MC,3072.0,3072.0,MC-PW,Discontinued,0.15773763,484.57,PW,Inventory Item,No
2518,18362,DUSTCOVER : 16560,,WIP-PW-MC,457.0,457.0,MC-PW,Discontinued,0.22993435,105.08,PW,Inventory Item,No
2517,18361,DUSTCOVER : 16559,,WIP-PW-MC,1477.0,1477.0,MC-PW,Discontinued,0.24952607,368.55,PW,Inventory Item,No
2516,18360,DUSTCOVER : 16558,,WIP-PW-MC,909.52,909.52,MC-PW,Discontinued,0.21810405,198.37,PW,Inventory Item,No
2515,18359,DUSTCOVER : 16557,,WIP-PW-MC,1362.0,1362.0,MC-PW,Discontinued,0.15382526,209.51,PW,Inventory Item,No
2514,18358,DUSTCOVER : 16556,,WIP-PW-MC,455.0,455.0,MC-PW,Discontinued,0.19661538,89.46,PW,Inventory Item,No
2513,17710,DUSTCOVER : 16555,,WIP-PW-MC,887.0,887.0,MC-PW,INACTIVE,0.10047351,89.12,PW,Inventory Item,No
2512,17340,DUSTCOVER : 16550,,WIP-PW-MC,4706.37,4706.37,MC-PW,Current,0.26365543,1240.86,PW,Inventory Item,No
2511,17339,DUSTCOVER : 16549,,WIP-PW-MC,2557.66,2557.66,MC-PW,Current,0.14420994,368.84,PW,Inventory Item,No
2510,17338,DUSTCOVER : 16548,,WIP-PW-MC,1717.82,1717.82,MC-PW,Current,0.28383067,487.57,PW,Inventory Item,No
2509,17319,DUSTCOVER : 16547,,WIP-PW-MC,1267.0,1267.0,MC-PW,Discontinued,0.32781373,415.34,PW,Inventory Item,No
2508,17318,DUSTCOVER : 16546,,WIP-PW-MC,920.64,920.64,MC-PW,Discontinued,0.32779371,301.78,PW,Inventory Item,No
2507,17316,DUSTCOVER : 16544,,WIP-PW-MC,649.68,649.68,MC-PW,Discontinued,0.32780754,212.97,PW,Inventory Item,No
2506,17315,DUSTCOVER : 16543,,WIP-PW-MC,152.64,152.64,MC-PW,Discontinued,0.3278957,50.05,PW,Inventory Item,No
2505,17314,DUSTCOVER : 16542,,WIP-PW-MC,272.0,272.0,MC-PW,Discontinued,0.32841912,89.33,PW,Inventory Item,No
2504,17193,DUSTCOVER : 16541,,WIP-PW-MC,1954.0,1954.0,MC-PW,DISCONTINUED 12/20/2020,0.46350051,905.68,PW,Inventory Item,No
2503,17192,DUSTCOVER : 16540,,WIP-PW-MC,1837.16,1837.16,MC-PW,DISCONTINUED 12/20/2020,0.51082649,938.47,PW,Inventory Item,No
2502,17191,DUSTCOVER : 16539,,WIP-PW-MC,1636.83,1636.83,MC-PW,DISCONTINUED 12/20/2020,0.4959281,811.75,PW,Inventory Item,No
2501,17190,DUSTCOVER : 16538,,WIP-PW-MC,1810.97,1810.97,MC-PW,DISCONTINUED 12/20/2020,0.48314991,874.97,PW,Inventory Item,No
2500,16739,DUSTCOVER : 16535,,WIP-PW-MC,1359.0,1359.0,MC-PW,Discontinued,0.37863135,514.56,PW,Inventory Item,No
2521,18365,DUSTCOVER : 16563,,WIP-PW-MC,703.66,703.66,MC-PW,Discontinued,0.23076486,162.38,PW,Inventory Item,No
2522,20099,DUSTCOVER : 16564,,WIP-PW-MC,195.16,195.16,MC-PW,INACTIVE,0.07194097,14.04,PW,Inventory Item,No
2523,20100,DUSTCOVER : 16565,,WIP-PW-MC,146.68,146.68,MC-PW,INACTIVE,0.07192528,10.55,PW,Inventory Item,No
2524,20101,DUSTCOVER : 16566,,WIP-PW-MC,142.64,142.64,MC-PW,INACTIVE,0.07192933,10.26,PW,Inventory Item,No
2546,21521,DUSTCOVER : 16592,,WIP-PW-MC,90.96,90.96,MC-PW,Discontinued,0.15721196,14.3,PW,Inventory Item,No
2545,21520,DUSTCOVER : 16591,,WIP-PW-MC,632.88,632.88,MC-PW,Discontinued,0.157202,99.49,PW,Inventory Item,No
2544,21519,DUSTCOVER : 16590,,WIP-PW-MC,590.4,590.4,MC-PW,Discontinued,0.15719851,92.81,PW,Inventory Item,No
2543,21518,DUSTCOVER : 16589,,WIP-PW-MC,86.92,86.92,MC-PW,Discontinued,0.15715601,13.66,PW,Inventory Item,No
2542,21517,DUSTCOVER : 16588,,WIP-PW-MC,1210.6,1210.6,MC-PW,Discontinued,0.15720304,190.31,PW,Inventory Item,No
2541,21516,DUSTCOVER : 16587,,WIP-PW-MC,814.68,814.68,MC-PW,Discontinued,0.15720283,128.07,PW,Inventory Item,No
2540,21515,DUSTCOVER : 16586,,WIP-PW-MC,99.04,99.04,MC-PW,Discontinued,0.15720921,15.57,PW,Inventory Item,No
2539,21514,DUSTCOVER : 16585,,WIP-PW-MC,762.32,762.32,MC-PW,INACTIVE,0.15720432,119.84,PW,Inventory Item,No
2538,20119,DUSTCOVER : 16584,,WIP-PW-MC,244.04,244.04,MC-PW,INACTIVE,0.07191444,17.55,PW,Inventory Item,No
2537,20118,DUSTCOVER : 16583,,WIP-PW-MC,252.12,252.12,MC-PW,INACTIVE,0.0719102,18.13,PW,Inventory Item,No
2548,21866,DUSTCOVER : 16600,,WIP-PW-MC,109.49,109.49,MC-PW,Current,0.23098000000000002,25.29,PW,Inventory Item,No
2536,20117,DUSTCOVER : 16582,,WIP-PW-MC,244.04,244.04,MC-PW,INACTIVE,0.07191444,17.55,PW,Inventory Item,No
2534,20112,DUSTCOVER : 16577,,WIP-PW-MC,61.84,61.84,MC-PW,INACTIVE,0.0719599,4.45,PW,Inventory Item,No
2533,20111,DUSTCOVER : 16576,,WIP-PW-MC,90.12,90.12,MC-PW,INACTIVE,0.07190413,6.48,PW,Inventory Item,No
2532,20110,DUSTCOVER : 16575,,WIP-PW-MC,86.08,86.08,MC-PW,INACTIVE,0.07190985,6.19,PW,Inventory Item,No
2531,20109,DUSTCOVER : 16574,,WIP-PW-MC,82.04,82.04,MC-PW,INACTIVE,0.07191614,5.9,PW,Inventory Item,No
2530,20108,DUSTCOVER : 16573,,WIP-PW-MC,78.0,78.0,MC-PW,INACTIVE,0.07192308,5.61,PW,Inventory Item,No
2529,20107,DUSTCOVER : 16572,,WIP-PW-MC,86.08,86.08,MC-PW,INACTIVE,0.07190985,6.19,PW,Inventory Item,No
2528,20106,DUSTCOVER : 16571,,WIP-PW-MC,219.4,219.4,MC-PW,INACTIVE,0.07192343,15.78,PW,Inventory Item,No
2527,20105,DUSTCOVER : 16570,,WIP-PW-MC,134.56,134.56,MC-PW,INACTIVE,0.07193817,9.68,PW,Inventory Item,No
2526,20104,DUSTCOVER : 16569,,WIP-PW-MC,581.0,581.0,MC-PW,INACTIVE,0.07160069,41.6,PW,Inventory Item,No
2525,20102,DUSTCOVER : 16567,,WIP-PW-MC,332.52,332.52,MC-PW,INACTIVE,0.07190545,23.91,PW,Inventory Item,No
2535,20116,DUSTCOVER : 16581,,WIP-PW-MC,260.2,260.2,MC-PW,INACTIVE,0.07190623,18.71,PW,Inventory Item,No
3103,34365,FBCD : 16869,,WIP-PW-MC,219.36,219.36,MC-PW,PADDYWAX FALL 2020,0.15599927,34.22,PW,Inventory Item,No
3104,34523,FBCD : 16871,,WIP-PW-MC,132.72,132.72,MC-PW,PADDYWAX FALL 2020,0.19002411,25.22,PW,Inventory Item,No
3105,34524,FBCD : 16872,,WIP-PW-MC,129.6,129.6,MC-PW,PADDYWAX FALL 2020,0.18996914,24.62,PW,Inventory Item,No
5895,18266,LABBH : 12085,,WIP-PW-MC,198.0,198.0,MC-PW,PADDYWAX SPRING 2018,0.02883838,5.71,PW,Inventory Item,No
5894,12869,LABBH : 10938,,WIP-PW-MC,1703.0,1703.0,MC-PW,Current,0.02576629,43.88,PW,Inventory Item,No
5893,12867,LABBH : 10937,,WIP-PW-MC,798.25,798.25,MC-PW,Current,0.02266207,18.09,PW,Inventory Item,No
5892,12868,LABBH : 10936,,WIP-PW-MC,509.88,509.88,MC-PW,Current,0.03018357,15.39,PW,Inventory Item,No
5891,12866,LABBH : 10935,,WIP-PW-MC,1202.66,1202.66,MC-PW,Current,0.02503617,30.11,PW,Inventory Item,No
5890,5289,LABBH : 10602,,WIP-PW-MC,5240.0,5240.0,MC-PW,Discontinued,0.02788931,146.14,PW,Inventory Item,No
5889,5288,LABBH : 10601,,WIP-PW-MC,4200.0,4200.0,MC-PW,Discontinued,0.02934048,123.23,PW,Inventory Item,No
5888,5287,LABBH : 10600,,WIP-PW-MC,680.4,680.4,MC-PW,Current,0.0313933,21.36,PW,Inventory Item,No
5887,5286,LABBH : 10599,,WIP-PW-MC,284.16,284.16,MC-PW,Current,0.05250563,14.92,PW,Inventory Item,No
5886,5285,LABBH : 10598,,WIP-PW-MC,1465.27,1465.27,MC-PW,Current,0.02546288,37.31,PW,Inventory Item,No
5885,5284,LABBH : 10597,,WIP-PW-MC,3800.0,3800.0,MC-PW,Discontinued,0.03301842,125.47,PW,Inventory Item,No
5884,5283,LABBH : 10596,,WIP-PW-MC,1586.88,1586.88,MC-PW,Discontinued,0.02755092,43.72,PW,Inventory Item,No
5883,5282,LABBH : 10595,,WIP-PW-MC,1154.11,1154.11,MC-PW,Current,0.029148,33.64,PW,Inventory Item,No
5882,22436,LABAP : 12348,,WIP-PW-MC,3323.74,3323.74,MC-PW,DISCONTINUED 12/20/2020,0.20860837,693.36,PW,Inventory Item,No
5881,22071,LABAP : 12316,,WIP-PW-MC,117.79,117.79,MC-PW,PADDYWAX FALL 2018,0.04202394,4.95,PW,Inventory Item,No
5880,22070,LABAP : 12315,,WIP-PW-MC,2257.0,2257.0,MC-PW,DISCONTINUED 12/20/2020,0.12751883,287.81,PW,Inventory Item,No
5879,22065,LABAP : 12314,,WIP-PW-MC,2366.0,2366.0,MC-PW,DISCONTINUED 12/20/2020,0.12729924,301.19,PW,Inventory Item,No
5878,22064,LABAP : 12313,,WIP-PW-MC,1899.3,1899.3,MC-PW,DISCONTINUED 12/20/2020,0.12729953,241.78,PW,Inventory Item,No
5877,22062,LABAP : 12312,,WIP-PW-MC,1363.68,1363.68,MC-PW,DISCONTINUED 12/20/2020,0.13151179,179.34,PW,Inventory Item,No
5876,22061,LABAP : 12311,,WIP-PW-MC,2238.76,2238.76,MC-PW,DISCONTINUED 12/20/2020,0.12743662,285.3,PW,Inventory Item,No
5875,22060,LABAP : 12310,,WIP-PW-MC,2236.0,2236.0,MC-PW,DISCONTINUED 12/20/2020,0.07563059,169.11,PW,Inventory Item,No
5896,18267,LABBH : 12086,,WIP-PW-MC,2202.83,2202.83,MC-PW,PADDYWAX SPRING 2018,0.02730578,60.15,PW,Inventory Item,No
5897,18268,LABBH : 12087,,WIP-PW-MC,1965.68,1965.68,MC-PW,PADDYWAX SPRING 2018,0.02780717,54.66,PW,Inventory Item,No
5898,15854,LABCE : 11603,,WIP-PW-MC,4998.0,4998.0,MC-PW,DISCONTINUED 6/2019,0.02747099,137.3,PW,Inventory Item,No
5899,15856,LABCE : 11605,,WIP-PW-MC,4572.0,4572.0,MC-PW,DISCONTINUED 6/2019,0.02909668,133.03,PW,Inventory Item,No
5921,22093,LABCN : 12331,,WIP-PW-MC,1452.0,1452.0,MC-PW,PADDYWAX FALL 2018,0.17025482,247.21,PW,Inventory Item,No
5920,18239,LABCE : 12082,,WIP-PW-MC,2866.0,2866.0,MC-PW,DISCONTINUED 6/2019,0.03194696,91.56,PW,Inventory Item,No
5919,18240,LABCE : 12081,,WIP-PW-MC,797.0,797.0,MC-PW,DISCONTINUED 6/2019,0.08841907,70.47,PW,Inventory Item,No
5918,18238,LABCE : 12080,,WIP-PW-MC,2541.0,2541.0,MC-PW,DISCONTINUED 6/2019,0.06490358,164.92,PW,Inventory Item,No
5917,17547,LABCE : 12005,,WIP-PW-MC,1600.0,1600.0,MC-PW,Custom Order Item,0.030125,48.2,PW,Inventory Item,No
5916,17546,LABCE : 12004,,WIP-PW-MC,1065.0,1065.0,MC-PW,Custom Order Item,0.03012207,32.08,PW,Inventory Item,No
5915,17541,LABCE : 12003,,WIP-PW-MC,2060.0,2060.0,MC-PW,Custom Order Item,0.03013107,62.07,PW,Inventory Item,No
5914,17545,LABCE : 12002,,WIP-PW-MC,2100.0,2100.0,MC-PW,Custom Order Item,0.03012857,63.27,PW,Inventory Item,No
5913,17544,LABCE : 12001,,WIP-PW-MC,2000.0,2000.0,MC-PW,Custom Order Item,0.03013,60.26,PW,Inventory Item,No
5912,17543,LABCE : 12000,,WIP-PW-MC,2060.0,2060.0,MC-PW,Custom Order Item,0.03012621,62.06,PW,Inventory Item,No
5874,22059,LABAP : 12309,,WIP-PW-MC,2348.0,2348.0,MC-PW,DISCONTINUED 12/20/2020,0.07525554,176.7,PW,Inventory Item,No
5911,17542,LABCE : 11999,,WIP-PW-MC,2200.0,2200.0,MC-PW,Custom Order Item,0.03012727,66.28,PW,Inventory Item,No
5909,16121,LABCE : 11692,,WIP-PW-MC,576.0,576.0,MC-PW,DISCONTINUED 6/2019,0.08059028,46.42,PW,Inventory Item,No
5908,16119,LABCE : 11690,,WIP-PW-MC,653.0,653.0,MC-PW,DISCONTINUED 6/2019,0.05408882,35.32,PW,Inventory Item,No
5907,16118,LABCE : 11689,,WIP-PW-MC,1121.0,1121.0,MC-PW,DISCONTINUED 6/2019,0.05272971,59.11,PW,Inventory Item,No
5906,16116,LABCE : 11687,,WIP-PW-MC,186.0,186.0,MC-PW,DISCONTINUED 6/2019,0.04935484,9.18,PW,Inventory Item,No
5905,16115,LABCE : 11686,,WIP-PW-MC,215.0,215.0,MC-PW,DISCONTINUED 6/2019,0.05409302,11.63,PW,Inventory Item,No
5904,15863,LABCE : 11612,,WIP-PW-MC,2192.0,2192.0,MC-PW,DISCONTINUED 6/2019,0.02481296,54.39,PW,Inventory Item,No
5903,15861,LABCE : 11610,,WIP-PW-MC,2836.0,2836.0,MC-PW,DISCONTINUED 6/2019,0.02247532,63.74,PW,Inventory Item,No
5902,15860,LABCE : 11609,,WIP-PW-MC,64.0,64.0,MC-PW,DISCONTINUED 6/2019,0.04625,2.96,PW,Inventory Item,No
5901,15859,LABCE : 11608,,WIP-PW-MC,2135.0,2135.0,MC-PW,DISCONTINUED 6/2019,0.01848712,39.47,PW,Inventory Item,No
5900,15857,LABCE : 11606,,WIP-PW-MC,4341.0,4341.0,MC-PW,DISCONTINUED 6/2019,0.02702373,117.31,PW,Inventory Item,No
5910,16122,LABCE : 11693,,WIP-PW-MC,168.0,168.0,MC-PW,DISCONTINUED 6/2019,0.08351189999999999,14.03,PW,Inventory Item,No
5922,22094,LABCN : 12332,,WIP-PW-MC,905.0,905.0,MC-PW,PADDYWAX FALL 2018,0.17139227,155.11,PW,Inventory Item,No
5873,22058,LABAP : 12308,,WIP-PW-MC,1879.3,1879.3,MC-PW,DISCONTINUED 12/20/2020,0.07524078,141.4,PW,Inventory Item,No
5871,22056,LABAP : 12306,,WIP-PW-MC,2222.76,2222.76,MC-PW,DISCONTINUED 12/20/2020,0.07546924,167.75,PW,Inventory Item,No
5844,4382,LABAP : 10477,,WIP-PW-MC,8194.31,8194.31,MC-PW,Current,0.03086776,252.94,PW,Inventory Item,No
5843,4381,LABAP : 10476,,WIP-PW-MC,8800.0,8800.0,MC-PW,Current,0.03110568,273.73,PW,Inventory Item,No
5842,4380,LABAP : 10475,,WIP-PW-MC,16500.0,16500.0,MC-PW,Current,0.03110606,513.25,PW,Inventory Item,No
5841,4379,LABAP : 10474,,WIP-PW-MC,8079.24,8079.24,MC-PW,Current,0.0323929,261.71,PW,Inventory Item,No
5840,4377,LABAP : 10472,,WIP-PW-MC,9125.7,9125.7,MC-PW,Current,0.03252244,296.79,PW,Inventory Item,No
5839,4376,LABAP : 10471,,WIP-PW-MC,7993.31,7993.31,MC-PW,Current,0.03083328,246.46,PW,Inventory Item,No
5838,4375,LABAP : 10470,,WIP-PW-MC,8800.0,8800.0,MC-PW,Current,0.03110568,273.73,PW,Inventory Item,No
5837,4367,LABAP : 10469,,WIP-PW-MC,5381.09,5381.09,MC-PW,Current,0.02829538,152.26,PW,Inventory Item,No
5836,4366,LABAP : 10468,,WIP-PW-MC,6780.24,6780.24,MC-PW,Current,0.02410387,163.43,PW,Inventory Item,No
5835,4364,LABAP : 10466,,WIP-PW-MC,6166.88,6166.88,MC-PW,Current,0.01891232,116.63,PW,Inventory Item,No
5834,4363,LABAP : 10465,,WIP-PW-MC,3300.0,3300.0,MC-PW,Current,0.0309,101.97,PW,Inventory Item,No
5833,4362,LABAP : 10464,,WIP-PW-MC,7644.6,7644.6,MC-PW,Current,0.02367815,181.01,PW,Inventory Item,No
5832,15782,LABAL : 11596,,WIP-PW-MC,1271.2,1271.2,MC-PW,INACTIVE,0.03543896,45.05,PW,Inventory Item,No
5831,15780,LABAL : 11594,,WIP-PW-MC,705.22,705.22,MC-PW,Current,0.04164658,29.37,PW,Inventory Item,No
5830,14227,LABAL : 11262,,WIP-PW-MC,332.0,332.0,MC-PW,Discontinued,0.03228916,10.72,PW,Inventory Item,No
5829,14226,LABAL : 11261,,WIP-PW-MC,1768.29,1768.29,MC-PW,Current,0.025651900000000002,45.36,PW,Inventory Item,No
5828,14225,LABAL : 11260,,WIP-PW-MC,1399.35,1399.35,MC-PW,Current,0.03153607,44.13,PW,Inventory Item,No
5827,14224,LABAL : 11259,,WIP-PW-MC,1924.32,1924.32,MC-PW,Current,0.02715245,52.25,PW,Inventory Item,No
5826,14223,LABAL : 11258,,WIP-PW-MC,301.45,301.45,MC-PW,Current,0.02351966,7.09,PW,Inventory Item,No
5825,14222,LABAL : 11257,,WIP-PW-MC,1613.05,1613.05,MC-PW,Current,0.02869719,46.29,PW,Inventory Item,No
5282,37061,IN0006,647658032245,WIP-PW-MC,32.0,32.0,MC-PW,PADDYWAX SPRING 2021,4.55375,145.72,PW,Inventory Item,No
5845,4383,LABAP : 10478,,WIP-PW-MC,8787.7,8787.7,MC-PW,Current,0.03306326,290.55,PW,Inventory Item,No
5846,4385,LABAP : 10480,,WIP-PW-MC,8029.24,8029.24,MC-PW,Current,0.03240033,260.15,PW,Inventory Item,No
5847,4386,LABAP : 10481,,WIP-PW-MC,16500.0,16500.0,MC-PW,Current,0.03110606,513.25,PW,Inventory Item,No
5848,4441,LABAP : 10483,,WIP-PW-MC,195.0,195.0,MC-PW,Current,0.57994872,113.09,PW,Inventory Item,No
5870,17345,LABAP : 11969,,WIP-PW-MC,928.48,928.48,MC-PW,DISCONTINUED 12/20/2020,0.02986602,27.73,PW,Inventory Item,No
5869,17344,LABAP : 11968,,WIP-PW-MC,851.3,851.3,MC-PW,DISCONTINUED 12/20/2020,0.02103841,17.91,PW,Inventory Item,No
5868,17334,LABAP : 11896,,WIP-PW-MC,370.03,370.03,MC-PW,DISCONTINUED 12/20/2020,0.11023431,40.79,PW,Inventory Item,No
5867,17333,LABAP : 11895,,WIP-PW-MC,488.48,488.48,MC-PW,DISCONTINUED 12/20/2020,0.16211513,79.19,PW,Inventory Item,No
5866,17332,LABAP : 11894,,WIP-PW-MC,1714.3,1714.3,MC-PW,DISCONTINUED 12/20/2020,0.11167239999999999,191.44,PW,Inventory Item,No
5865,16322,LABAP : 11737,,WIP-PW-MC,2600.0,2600.0,MC-PW,Custom Order Item,0.01993077,51.82,PW,Inventory Item,No
5864,16321,LABAP : 11736,,WIP-PW-MC,200.0,200.0,MC-PW,Custom Order Item,0.01975,3.95,PW,Inventory Item,No
5863,16320,LABAP : 11735,,WIP-PW-MC,150.0,150.0,MC-PW,Custom Order Item,0.01973333,2.96,PW,Inventory Item,No
5862,16319,LABAP : 11734,,WIP-PW-MC,625.0,625.0,MC-PW,Custom Order Item,0.01976,12.35,PW,Inventory Item,No
5861,16318,LABAP : 11733,,WIP-PW-MC,1675.0,1675.0,MC-PW,Custom Order Item,0.01985672,33.26,PW,Inventory Item,No
5872,22057,LABAP : 12307,,WIP-PW-MC,1357.7,1357.7,MC-PW,DISCONTINUED 12/20/2020,0.08221993,111.63,PW,Inventory Item,No
5860,16317,LABAP : 11732,,WIP-PW-MC,2300.0,2300.0,MC-PW,Custom Order Item,0.01992174,45.82,PW,Inventory Item,No
5858,7137,LABAP : 10847,,WIP-PW-MC,9960.88,9960.88,MC-PW,Current,0.02368566,235.93,PW,Inventory Item,No
5857,7133,LABAP : 10845,,WIP-PW-MC,7819.65,7819.65,MC-PW,Current,0.03216384,251.51,PW,Inventory Item,No
5856,7131,LABAP : 10844,,WIP-PW-MC,7882.65,7882.65,MC-PW,Current,0.03216177,253.52,PW,Inventory Item,No
5855,7136,LABAP : 10843,,WIP-PW-MC,7050.0,7050.0,MC-PW,Current,0.02971631,209.5,PW,Inventory Item,No
